normalized_form	collision_description
bronchioloalveolarlungcarcinoma	EFO_0000308[hasExactSynonym=bronchiolo-alveolar lung carcinoma] | EFO_1001941[hasExactSynonym=Bronchiolo-Alveolar Lung Carcinoma]
bronspiegelzelnicksyndrome	MONDO_0008808[hasExactSynonym=Bronspiegel-Zelnick syndrome] | Orphanet_1116[hasExactSynonym=Bronspiegel-Zelnick syndrome]
brownsequardsyndrome	MONDO_0008853[hasExactSynonym=Brown Séquard Syndrome] | EFO_1001279[hasExactSynonym=Brown-Sequard syndrome] | EFO_1001279[label=Brown-Sequard Syndrome]
brutontypeagammaglobulinemia	MONDO_0010421[hasExactSynonym=Bruton type agammaglobulinemia] | MONDO_0010421[hasExactSynonym=Bruton-type agammaglobulinemia] | MONDO_0010421[label=Bruton-type agammaglobulinemia] | Orphanet_47[hasExactSynonym=Bruton type agammaglobulinemia]
bsas	MONDO_0019075[hasExactSynonym=BSAS] | EFO_0008666[label=BSAS]
bst1human	PR_Q10588[hasExactSynonym=BST-1 (human)] | gene_symbol_report?hgnc_id=1118[label=BST1 (human)]
bst2human	PR_Q10589[hasExactSynonym=BST-2 (human)] | gene_symbol_report?hgnc_id=1119[label=BST2 (human)]
btkdeficiency	MONDO_0010421[hasExactSynonym=BTK deficiency] | MONDO_0010421[hasExactSynonym=BTK-deficiency] | Orphanet_47[hasExactSynonym=BTK-deficiency]
buckleysyndrome	MONDO_0007818[hasExactSynonym=Buckley syndrome] | Orphanet_2314[hasExactSynonym=Buckley syndrome]
buddchiarisyndrome	MONDO_0019514[hasExactSynonym=Budd Chiari Syndrome] | EFO_1000966[hasExactSynonym=Budd-Chiari Syndrome] | EFO_1000966[hasExactSynonym=Budd-Chiari syndrome]
bulgarian	HANCESTRO_0353[label=Bulgarian] | HANCESTRO_0814[hasExactSynonym=Bulgarian]
bullnixonsyndrome	MONDO_0007188[hasExactSynonym=Bull-Nixon syndrome] | Orphanet_2285[hasExactSynonym=Bull-Nixon syndrome]
burmese	HANCESTRO_0497[label=Burmese] | HANCESTRO_0732[hasExactSynonym=Burmese]
burnmckeownsyndrome	MONDO_0012064[hasExactSynonym=Burn-McKeown syndrome] | Orphanet_1200[hasExactSynonym=Burn-McKeown syndrome]
bursitis	MONDO_0002471[label=bursitis] | EFO_1000941[hasExactSynonym=Bursitis]
burusho	HANCESTRO_0705[hasExactSynonym=Burusho] | HANCESTRO_0788[hasExactSynonym=Burusho]
bvmd	MONDO_0007931[hasExactSynonym=BVMD] | Orphanet_1243[hasExactSynonym=BVMD]
c	UO_0000027[hasExactSynonym=C] | EFO_0000602[hasExactSynonym=C] | EFO_0022463[hasExactSynonym=C]
c1galt1human	PR_Q9NS00[hasExactSynonym=C1GalT1 (human)] | gene_symbol_report?hgnc_id=24337[label=C1GALT1 (human)]
c1qbphuman	PR_Q07021[hasExactSynonym=C1qBP (human)] | gene_symbol_report?hgnc_id=1243[label=C1QBP (human)]
c3	PR_000004900[hasExactSynonym=C3] | EFO_0001329[hasExactSynonym=C3] | EFO_0022468[hasExactSynonym=C3]
c3h	EFO_0001329[hasExactSynonym=C3H] | EFO_0022468[label=C3H]
c57bl10	EFO_0000604[label=C57BL/10] | EFO_0022395[hasExactSynonym=C57BL10]
ca	MONDO_0004992[hasExactSynonym=CA] | EFO_0009860[hasExactSynonym=CA]
ca1	PR_000004912[hasExactSynonym=CA1] | UBERON_0003881[hasExactSynonym=CA1]
ca2	PR_000004918[hasExactSynonym=CA2] | UBERON_0003882[hasExactSynonym=CA2]
ca3	PR_000004919[hasExactSynonym=CA3] | UBERON_0003883[hasExactSynonym=CA3]
ca4	PR_000004920[hasExactSynonym=CA4] | UBERON_0003884[hasExactSynonym=CA4]
cabp2human	PR_Q9NPB3[hasExactSynonym=CaBP2 (human)] | gene_symbol_report?hgnc_id=1385[label=CABP2 (human)]
cabp5human	PR_Q9NP86[hasExactSynonym=CaBP5 (human)] | gene_symbol_report?hgnc_id=13714[label=CABP5 (human)]
cabp7human	PR_Q86V35[hasExactSynonym=CaBP7 (human)] | gene_symbol_report?hgnc_id=20834[label=CABP7 (human)]
cach	MONDO_0020507[hasExactSynonym=CACH] | MONDO_0800448[hasExactSynonym=CACH]
cacybphuman	PR_Q9HB71[hasExactSynonym=CacyBP (human)] | gene_symbol_report?hgnc_id=30423[label=CACYBP (human)]
cad	MONDO_0018922[hasExactSynonym=CAD] | EFO_0001645[hasExactSynonym=CAD]
cadasil	MONDO_0000914[hasExactSynonym=CADASIL] | MONDO_0007432[hasExactSynonym=CADASIL] | Orphanet_136[label=CADASIL]
cadhdeficiency	MONDO_0009908[hasExactSynonym=CADH deficiency] | Orphanet_1578[hasExactSynonym=CADH deficiency]
cahmrsyndrome	MONDO_0008894[hasExactSynonym=CAHMR syndrome] | Orphanet_1375[hasExactSynonym=CAHMR syndrome]
caii	PR_000004918[hasExactSynonym=CA-II] | EFO_0010161[hasExactSynonym=CA-II] | EFO_0010161[hasExactSynonym=CAII]
calcification	MONDO_0002123[hasExactSynonym=calcification] | EFO_0003837[label=calcification]
calcinosis	MONDO_0002123[label=calcinosis] | EFO_0003837[hasExactSynonym=calcinosis]
calcium	CHEBI_22984[hasExactSynonym=calcium] | CHEBI_29320[hasExactSynonym=calcium]
calciumcalmodulindependent35cyclicnucleotidephosphodiesterase1ameasurement	EFO_0021986[label=calcium/calmodulin-dependent 3';5'-cyclic nucleotide phosphodiesterase 1A measurement] | EFO_0802359[label=calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A measurement]
calciumdeposits	MONDO_0002123[hasExactSynonym=calcium deposit(s)] | EFO_0003837[hasExactSynonym=CALCIUM DEPOSIT(S)]
calderongonzalezcantusyndrome	MONDO_0022316[hasExactSynonym=Calderon Gonzalez-Cantu syndrome] | MONDO_0022316[hasExactSynonym=Calderón-González-Cantu syndrome] | Orphanet_1408[hasExactSynonym=Calderón-González-Cantu syndrome]
cambodian	HANCESTRO_0493[label=Cambodian] | HANCESTRO_0712[hasExactSynonym=Cambodian] | HANCESTRO_0733[hasExactSynonym=Cambodian]
camerolituaniacohensyndrome	MONDO_0011059[hasExactSynonym=Camero-Lituania-Cohen syndrome] | Orphanet_2163[hasExactSynonym=Camero-Lituania-Cohen syndrome]
camisadisease	MONDO_0011396[hasExactSynonym=Camisa disease] | Orphanet_79395[hasExactSynonym=Camisa disease]
camkk1human	PR_Q8N5S9[hasExactSynonym=CaM-KK 1 (human)] | PR_Q8N5S9[hasExactSynonym=CaMKK 1 (human)] | gene_symbol_report?hgnc_id=1469[label=CAMKK1 (human)]
camrqsyndrome	MONDO_0009133[hasExactSynonym=CAMRQ syndrome] | Orphanet_1766[hasExactSynonym=CAMRQ syndrome]
cancerofendocrinegland	MONDO_0021069[hasExactSynonym=cancer of endocrine gland] | EFO_0003769[hasExactSynonym=Cancer of Endocrine Gland]
cancerofeye	MONDO_0002236[hasExactSynonym=cancer of eye] | EFO_0003824[hasExactSynonym=Cancer of Eye]
canceroffallopiantube	MONDO_0002158[hasExactSynonym=cancer of fallopian tube] | EFO_1000251[hasExactSynonym=cancer of fallopian tube]
cancerofgallbladder	MONDO_0005411[hasExactSynonym=cancer of gall bladder] | EFO_1001956[hasExactSynonym=cancer of gallbladder]
cancerofkidney	MONDO_0002367[hasExactSynonym=cancer of kidney] | EFO_0003865[hasExactSynonym=Cancer of Kidney]
canceroflargebowel	MONDO_0005575[hasExactSynonym=cancer of large bowel] | EFO_1001951[hasExactSynonym=cancer of large bowel]
canceroflargeintestine	MONDO_0005575[hasExactSynonym=cancer of large intestine] | EFO_1001951[hasExactSynonym=cancer of large intestine]
canceroflarynx	EFO_0003817[hasExactSynonym=Cancer of Larynx] | EFO_1000354[hasExactSynonym=cancer of larynx]
cancerofliver	MONDO_0002691[hasExactSynonym=cancer of liver] | EFO_1001513[hasExactSynonym=Cancer of liver]
cancerofparathyroidgland	MONDO_0021311[hasExactSynonym=cancer of parathyroid gland] | EFO_1000456[hasExactSynonym=cancer of parathyroid gland]
cancerofparotid	MONDO_0004700[hasExactSynonym=cancer of parotid] | EFO_0003873[hasExactSynonym=Cancer of Parotid]
cancerofpenis	MONDO_0001325[hasExactSynonym=cancer of penis] | EFO_1000465[hasExactSynonym=cancer of penis]
cancerofrenalpelvis	MONDO_0044919[hasExactSynonym=cancer of renal pelvis] | EFO_0005582[hasExactSynonym=cancer of renal pelvis]
cancerofstomach	MONDO_0001056[hasExactSynonym=cancer of stomach] | EFO_0003897[hasExactSynonym=Cancer of Stomach]
canceroftheeye	MONDO_0002236[hasExactSynonym=cancer of the eye] | EFO_0003824[hasExactSynonym=Cancer of the Eye]
cancerofthelargebowel	MONDO_0005575[hasExactSynonym=cancer of the large bowel] | EFO_1001951[hasExactSynonym=cancer of the large bowel]
canceroftheparotid	MONDO_0004700[hasExactSynonym=cancer of the parotid] | EFO_0003873[hasExactSynonym=Cancer of the Parotid]
canceroftongue	MONDO_0004631[hasExactSynonym=cancer of tongue] | EFO_0003871[hasExactSynonym=Cancer of Tongue]
cancerofurethra	MONDO_0004192[hasExactSynonym=cancer of urethra] | EFO_0003846[hasExactSynonym=Cancer of Urethra]
cancerofuterinecervix	MONDO_0002974[hasExactSynonym=cancer of uterine cervix] | EFO_0001061[hasExactSynonym=cancer of uterine cervix]
canceroral	EFO_0003868[hasExactSynonym=Cancer, Oral] | EFO_0003871[hasExactSynonym=Cancer, Oral]
cancersoral	EFO_0003868[hasExactSynonym=Cancers, Oral] | EFO_0003871[hasExactSynonym=Cancers, Oral]
cancertestisantigen22	PR_000004625[hasExactSynonym=cancer/testis antigen 2.2] | PR_000015447[hasExactSynonym=cancer/testis antigen 22]
cancertestisantigen22human	PR_Q15506[hasExactSynonym=cancer/testis antigen 22 (human)] | PR_Q86Y30[hasExactSynonym=cancer/testis antigen 2.2 (human)]
cancertestisantigen54	PR_000015449[hasExactSynonym=cancer/testis antigen 54] | PR_000015671[hasExactSynonym=cancer/testis antigen 5.4]
cancertestisantigen54human	PR_O60224[hasExactSynonym=cancer/testis antigen 5.4 (human)] | PR_Q8IXA5[hasExactSynonym=cancer/testis antigen 54 (human)]
cantalamessabaldiniambrosisyndrome	MONDO_0016385[hasExactSynonym=Cantalamessa-Baldini-Ambrosi syndrome] | Orphanet_2233[hasExactSynonym=Cantalamessa-Baldini-Ambrosi syndrome]
capillaryhyperpermeabilitysyndrome	EFO_1001284[hasExactSynonym=capillary hyperpermeability syndrome] | EFO_1001477[hasExactSynonym=Capillary hyperpermeability syndrome]
capillaryleaksyndrome	EFO_1001284[hasExactSynonym=Capillary Leak Syndrome] | EFO_1001284[hasExactSynonym=capillary leak syndrome] | EFO_1001284[label=capillary leak syndrome] | EFO_1001477[hasExactSynonym=Capillary leak syndrome]
capossyndrome	MONDO_0011038[hasExactSynonym=CAPOS syndrome] | Orphanet_1171[hasExactSynonym=CAPOS syndrome]
caprademarcosyndrome	MONDO_0015751[hasExactSynonym=Capra-DeMarco syndrome] | Orphanet_171839[hasExactSynonym=Capra-DeMarco syndrome]
capseq	EFO_0008671[label=CAP-seq] | EFO_0008673[hasExactSynonym=Cap-Seq] | EFO_0008673[label=CapSeq]
capsyndrome	MONDO_0011287[hasExactSynonym=CAP syndrome] | Orphanet_85199[hasExactSynonym=CAP syndrome]
carasil	MONDO_0010829[hasExactSynonym=CARASIL] | Orphanet_199354[label=CARASIL]
carbohydratedeficientglycoproteinsyndrometypeie	MONDO_0012123[hasExactSynonym=carbohydrate deficient glycoprotein syndrome type Ie] | Orphanet_79322[hasExactSynonym=Carbohydrate deficient glycoprotein syndrome type Ie]
carbonicanhydrase2deficiency	MONDO_0009818[hasExactSynonym=carbonic anhydrase 2 deficiency] | Orphanet_2785[hasExactSynonym=Carbonic anhydrase 2 deficiency]
carcinomaofrectum	MONDO_0044937[hasExactSynonym=carcinoma of rectum] | EFO_1000657[hasExactSynonym=carcinoma of rectum]
carcinomaoftherectum	MONDO_0044937[hasExactSynonym=carcinoma of the rectum] | EFO_1000657[hasExactSynonym=carcinoma of the rectum]
cardiacanomaliesdevelopmentaldelayfacialdysmorphismsyndrome	MONDO_0014773[hasExactSynonym=cardiac anomalies - developmental delay - facial dysmorphism syndrome] | MONDO_0014773[label=cardiac anomalies - developmental delay - facial dysmorphism syndrome] | Orphanet_369891[label=Cardiac anomalies-developmental delay-facial dysmorphism syndrome]
cardiacarrhythmia	HP_0011675[hasExactSynonym=Cardiac arrhythmia] | EFO_0004269[label=cardiac arrhythmia]
cardiacarrhythmias	HP_0011675[hasExactSynonym=Cardiac arrhythmias] | EFO_0004269[hasExactSynonym=cardiac arrhythmias]
cardiacfailure	HP_0001635[hasExactSynonym=Cardiac failure] | EFO_0000373[hasExactSynonym=Cardiac Failure] | EFO_0003144[hasExactSynonym=cardiac failure]
cardiacinsufficiency	HP_0001635[hasExactSynonym=Cardiac insufficiency] | EFO_0003144[hasExactSynonym=cardiac insufficiency]
cardiogenitalsyndrome	MONDO_0008915[hasExactSynonym=cardiogenital syndrome] | Orphanet_2229[hasExactSynonym=Cardiogenital syndrome]
cardiomyopathydilated	HP_0001644[hasExactSynonym=Cardiomyopathy, dilated] | EFO_0000407[hasExactSynonym=Cardiomyopathy, Dilated]
cardiovasculargaucherdisease	MONDO_0009268[hasExactSynonym=cardiovascular Gaucher disease] | Orphanet_2072[hasExactSynonym=Cardiovascular Gaucher disease]
careyfinemanzitersyndrome	MONDO_0031415[label=Carey-Fineman-Ziter syndrome] | Orphanet_1358[label=Carey-Fineman-Ziter  syndrome]
carmisyndrome	MONDO_0009183[hasExactSynonym=Carmi syndrome] | Orphanet_79403[hasExactSynonym=Carmi syndrome]
carnevalehernandezdelcastillosyndrome	MONDO_0008607[hasExactSynonym=Carnevale-Hernández-del Castillo syndrome] | Orphanet_2947[hasExactSynonym=Carnevale-Hernández-del Castillo syndrome]
carneycomplextrismuspseudocamptodactylysyndrome	MONDO_0012137[label=Carney complex - trismus - pseudocamptodactyly syndrome] | Orphanet_319340[hasExactSynonym=Carney complex - trismus - pseudocamptodactyly syndrome] | Orphanet_319340[label=Carney complex-trismus-pseudocamptodactyly syndrome]
carneycomplexvariant	MONDO_0012137[hasExactSynonym=Carney complex variant] | Orphanet_319340[hasExactSynonym=Carney complex variant]
carnitinetransporterdefect	MONDO_0008919[hasExactSynonym=Carnitine transporter defect] | Orphanet_158[hasExactSynonym=Carnitine transporter defect]
carnitineuptakedeficiency	MONDO_0008919[hasExactSynonym=Carnitine uptake deficiency] | Orphanet_158[hasExactSynonym=Carnitine uptake deficiency]
cars	FBbi_00000370[label=CARS] | PR_000005045[hasExactSynonym=CARS]
cas	MONDO_0011184[hasExactSynonym=CAS] | MONDO_0018922[hasExactSynonym=CAS]
casamassimamortonnancesyndrome	MONDO_0010069[hasExactSynonym=Casamassima-Morton-Nance syndrome] | Orphanet_94095[hasExactSynonym=Casamassima-Morton-Nance syndrome]
caseinkinaseii2alpha2betaheterotetramermeasurement	EFO_0020236[label=casein kinase II 2-alpha:2-beta heterotetramer measurement] | EFO_0020237[label=casein kinase II 2-alpha':2-beta heterotetramer measurement]
caseinkinaseiisubunitalpha	PR_000005950[label=casein kinase II subunit alpha] | PR_000005951[label=casein kinase II subunit alpha']
caseinkinaseiisubunitalphahuman	PR_P19784[label=casein kinase II subunit alpha' (human)] | PR_P68400[label=casein kinase II subunit alpha (human)]
casp10human	PR_Q13427[hasExactSynonym=CASP10 (human)] | PR_Q92851[hasExactSynonym=CASP-10 (human)] | gene_symbol_report?hgnc_id=1500[label=CASP10 (human)]
casp2human	PR_P42575[hasExactSynonym=CASP-2 (human)] | gene_symbol_report?hgnc_id=1503[label=CASP2 (human)]
casp3human	PR_P42574[hasExactSynonym=CASP-3 (human)] | gene_symbol_report?hgnc_id=1504[label=CASP3 (human)]
casp4human	PR_P49662[hasExactSynonym=CASP-4 (human)] | gene_symbol_report?hgnc_id=1505[label=CASP4 (human)]
casp5human	PR_P51878[hasExactSynonym=CASP-5 (human)] | gene_symbol_report?hgnc_id=1506[label=CASP5 (human)]
casp7human	PR_P55210[hasExactSynonym=CASP-7 (human)] | gene_symbol_report?hgnc_id=1508[label=CASP7 (human)]
casp8	PR_000002317[hasExactSynonym=CASP-8] | PR_000002317[hasExactSynonym=CASP8] | EFO_0010764[hasExactSynonym=CASP8]
casp8human	PR_Q14790[hasExactSynonym=CASP-8 (human)] | gene_symbol_report?hgnc_id=1509[label=CASP8 (human)]
caspase8deficiencysyndrome	MONDO_0011804[hasExactSynonym=caspase 8 deficiency syndrome] | Orphanet_275517[hasExactSynonym=Caspase 8 deficiency syndrome]
caspaseeightdeficiencystate	MONDO_0011804[hasExactSynonym=caspase eight deficiency state] | Orphanet_275517[hasExactSynonym=Caspase eight deficiency state]
cassiastoccodossantossyndrome	MONDO_0015230[hasExactSynonym=Cassia Stocco dos Santos syndrome] | Orphanet_1101[hasExactSynonym=Cassia Stocco dos Santos syndrome]
cast	PR_000005060[hasExactSynonym=CAST] | PR_000008153[hasExactSynonym=cAST] | EFO_0007727[hasExactSynonym=CAST]
castrogagopombonovosyndrome	MONDO_0008750[hasExactSynonym=Castro Gago-Pombo-Novo syndrome] | Orphanet_2513[hasExactSynonym=Castro Gago-Pombo-Novo syndrome]
cat	NCBITaxon_9685[hasExactSynonym=cat] | PR_000005061[hasExactSynonym=CAT]
cataract	HP_0000518[label=Cataract] | MONDO_0005129[hasExactSynonym=cataract] | MONDO_0005129[label=cataract]
cataractcongenitalheartdiseaseneuraltubedefectsyndrome	MONDO_0011995[label=cataract - congenital heart disease - neural tube defect syndrome] | Orphanet_314993[label=Cataract-congenital heart disease-neural tube defect syndrome]
cataractmicrocorneasyndrome	MONDO_0015300[label=cataract - microcornea syndrome] | Orphanet_1377[label=Cataract-microcornea syndrome]
catecholaminergicpolymorphicventriculartachycardia	HP_0004758[hasExactSynonym=Catecholaminergic polymorphic ventricular tachycardia] | MONDO_0017990[hasExactSynonym=catecholaminergic polymorphic ventricular tachycardia] | MONDO_0017990[label=catecholaminergic polymorphic ventricular tachycardia]
cathepsinddeficiency	MONDO_0012414[hasExactSynonym=Cathepsin D deficiency] | Orphanet_228337[hasExactSynonym=Cathepsin D deficiency]
cathuman	PR_P43155[hasExactSynonym=CAT (human)] | gene_symbol_report?hgnc_id=1516[label=CAT (human)]
catrachea	MONDO_0001407[hasExactSynonym=Ca trachea] | EFO_1000599[hasExactSynonym=Ca trachea]
catshlsyndrome	MONDO_0012504[hasExactSynonym=CATSHL syndrome] | Orphanet_85164[hasExactSynonym=CATSHL syndrome]
caucasian	HANCESTRO_0005[hasExactSynonym=Caucasian] | HANCESTRO_0590[hasExactSynonym=Caucasian]
caveolinopathy	MONDO_0016146[label=caveolinopathy] | Orphanet_207078[hasExactSynonym=Caveolinopathy]
cavin1human	PR_Q6NZI2[hasExactSynonym=cavin-1 (human)] | gene_symbol_report?hgnc_id=9688[label=CAVIN1 (human)]
caymanataxia	MONDO_0011025[hasExactSynonym=Cayman ataxia] | Orphanet_94122[hasExactSynonym=Cayman ataxia]
cba	EFO_0009039[hasExactSynonym=CBA] | EFO_0022463[label=CBA]
cbetathalassemia	MONDO_0016490[hasExactSynonym=C-beta-thalassemia] | Orphanet_231242[hasExactSynonym=C-beta-thalassemia]
cblc	PR_000005072[hasExactSynonym=CBLC] | PR_000010463[hasExactSynonym=CblC]
cblcdefect	MONDO_0010184[hasExactSynonym=cblC defect] | Orphanet_79282[hasExactSynonym=CblC defect]
cblchuman	PR_Q9Y4U1[hasExactSynonym=CblC (human)] | gene_symbol_report?hgnc_id=15961[label=CBLC (human)]
cblddefect	MONDO_0010185[hasExactSynonym=cblD defect] | Orphanet_79283[hasExactSynonym=CblD defect]
cblfdefect	MONDO_0010183[hasExactSynonym=cblF defect] | Orphanet_79284[hasExactSynonym=CblF defect]
cblsyndrome	MONDO_0013308[hasExactSynonym=Cbl syndrome] | Orphanet_363972[hasExactSynonym=CBL syndrome]
cc	UO_0000097[hasExactSynonym=cc] | EFO_0005221[hasExactSynonym=CC] | EFO_0008453[hasExactSynonym=CC]
cca	MONDO_0007363[hasExactSynonym=CCA] | EFO_0005221[hasExactSynonym=CCA]
ccdf	MONDO_0009018[hasExactSynonym=CCDF] | Orphanet_98972[hasExactSynonym=CCDF]
ccfdn	MONDO_0011402[hasExactSynonym=CCFDN] | Orphanet_48431[hasExactSynonym=CCFDN]
ccgesyndrome	MONDO_0010890[hasExactSynonym=CCGE syndrome] | Orphanet_2008[hasExactSynonym=CCGE syndrome]
cchs	MONDO_0800026[hasExactSynonym=CCHS] | Orphanet_661[hasExactSynonym=CCHS]
ccmco	MONDO_0010015[hasExactSynonym=CCMCO] | Orphanet_289499[hasExactSynonym=CCMCO]
ccmotifchemokine21measurement	EFO_0008048[label=C-C motif chemokine 21 measurement] | EFO_0009416[hasExactSynonym=CC motif chemokine 21 measurement]
ccmotifchemokine23measurement	EFO_0008049[label=C-C motif chemokine 23 measurement] | EFO_0009417[hasExactSynonym=CC motif chemokine 23 measurement]
ccmotifchemokine24measurement	EFO_0009418[hasExactSynonym=CC motif chemokine 24 measurement] | EFO_0020197[label=C-C motif chemokine 24 measurement]
cd	PR_000004337[hasExactSynonym=CD] | UO_0000014[hasExactSynonym=cd] | EFO_0022829[hasExactSynonym=CD]
